local_path_x,local_path_y,global_path_x,global_path_y,actual_path_taken_x,actual_path_taken_y,error_local_path_to_global_path,error_local_path_to_actual_robot_path,error_between_global_path_&_actual_path,goal_x,goal_y
1.05312,-1.2006,1.025,-1.225,1.05284,-1.20274,0.0372302887,0.00215824,0.0372927929,,
1.05312,-1.2006,1.025,-1.225,1.05284,-1.20274,0.0372302887,0.00215824,0.0372927929,,
1.05312,-1.2006,1.025,-1.225,1.05284,-1.20274,0.0372302887,0.00215824,0.0372927929,,
1.05312,-1.2006,1.025,-1.225,1.05284,-1.20274,0.0372302887,0.00215824,0.0372927929,,
1.05312,-1.2006,1.025,-1.225,1.05284,-1.20274,0.0372302887,0.00215824,0.0372927929,,
1.05312,-1.2006,1.025,-1.225,1.05284,-1.20274,0.0372302887,0.00215824,0.0372927929,,
1.05312,-1.2006,1.025,-1.225,1.05284,-1.20274,0.0372302887,0.00215824,0.0372927929,,
1.05312,-1.2006,1.025,-1.225,1.05284,-1.20274,0.0372302887,0.00215824,0.0372927929,,
1.05312,-1.2006,1.025,-1.225,1.05284,-1.20274,0.0372302887,0.00215824,0.0372927929,,
1.05312,-1.2006,1.025,-1.225,1.05286,-1.20273,0.0372302887,0.0021458099,0.0372920756,,
1.05312,-1.2006,1.025,-1.225,1.05286,-1.20273,0.0372302887,0.0021458099,0.0372920756,,
1.05312,-1.2006,1.025,-1.225,1.05286,-1.20273,0.0372302887,0.0021458099,0.0372920756,,
1.05312,-1.2006,1.025,-1.225,1.05286,-1.20273,0.0372302887,0.0021458099,0.0372920756,,
1.05312,-1.2006,1.025,-1.225,1.05286,-1.20273,0.0372302887,0.0021458099,0.0372920756,,
1.05312,-1.2006,1.025,-1.225,1.05286,-1.20273,0.0372302887,0.0021458099,0.0372920756,,
1.05312,-1.2006,1.025,-1.225,1.05286,-1.20273,0.0372302887,0.0021458099,0.0372920756,,
1.05312,-1.2006,1.025,-1.225,1.05286,-1.20273,0.0372302887,0.0021458099,0.0372920756,,
1.05312,-1.2006,1.025,-1.225,1.05286,-1.20273,0.0372302887,0.0021458099,0.0372920756,,
1.05312,-1.2006,1.025,-1.225,1.05286,-1.20273,0.0372302887,0.0021458099,0.0372920756,,
1.05312,-1.2006,1.025,-1.225,1.05286,-1.20273,0.0372302887,0.0021458099,0.0372920756,,
1.05312,-1.2006,1.025,-1.225,1.05286,-1.20273,0.0372302887,0.0021458099,0.0372920756,,
1.05312,-1.2006,1.025,-1.225,1.05286,-1.20273,0.0372302887,0.0021458099,0.0372920756,,
1.05312,-1.2006,1.025,-1.225,1.05287,-1.20267,0.0372302887,0.002085042,0.0372886283,,
1.05312,-1.2006,1.025,-1.225,1.05287,-1.20267,0.0372302887,0.002085042,0.0372886283,,
1.05312,-1.2006,1.025,-1.225,1.05287,-1.20267,0.0372302887,0.002085042,0.0372886283,,
1.05312,-1.2006,1.025,-1.225,1.05287,-1.20267,0.0372302887,0.002085042,0.0372886283,,
1.05312,-1.2006,1.025,-1.225,1.05287,-1.20267,0.0372302887,0.002085042,0.0372886283,,
